URL,Size(kB),No of Outlinks,Content Type
https://www.nytimes.com/2020/08/27/health/covid-19-vaccines.html,523,75,text/html
https://www.nytimes.com/2020/12/11/health/pfizer-vaccine-authorized.html,598,87,text/html
https://www.nytimes.com/2021/01/25/world/middleeast/israels-vaccine-data.html,473,73,text/html
https://www.nytimes.com/2020/12/18/health/covid-vaccine-fda-moderna.html,561,70,text/html
https://www.nytimes.com/2020/08/11/world/coronavirus-covid-19.html,914,96,text/html
https://www.nytimes.com/2021/01/09/world/europe/coronavirus-mutations.html,645,94,text/html
https://www.nytimes.com/2020/07/17/health/coronavirus-vaccine-johnson-janssen.html,664,72,text/html
https://www.nytimes.com/interactive/2020/health/moderna-covid-19-vaccine.html,455,172,text/html
https://www.nytimes.com/2020/07/31/health/covid-19-vaccine-sanofi-gsk.html,385,69,text/html
https://www.nytimes.com/2020/07/07/health/novavax-coronavirus-vaccine-warp-speed.html,411,76,text/html
https://www.nytimes.com/2020/09/24/health/covid-19-vaccine-novavax.html,450,75,text/html
https://www.nytimes.com/2020/08/04/health/covid-19-vaccine-novavax.html,486,74,text/html
https://www.nytimes.com/interactive/2020/health/sinopharm-covid-19-vaccine.html,381,173,text/html
https://www.nytimes.com/interactive/2020/04/30/opinion/coronavirus-covid-vaccine.html,261,59,text/html
https://www.nytimes.com/by/sui-lee-wee,588,66,text/html
https://www.nytimes.com/2021/02/02/world/europe/russia-vaccine-safe-effective.html,412,74,text/html
https://www.nytimes.com/wirecutter/blog/old-socks-cured-my-insomnia/,120,199,text/html
https://www.nytimes.com/wirecutter/everything/,107,199,text/html
https://www.nytimes.com/wirecutter/reviews/our-favorite-campfire-cooking-tips-tricks-and-gear/,192,228,text/html
https://www.nytimes.com/2021/09/18/sports/tennis/davis-cup-forest-hills.html,413,44,text/html
https://www.nytimes.com/newsletters/signup/MSB,62,8,text/html
https://www.nytimes.com/2021/09/19/sports/tik-tok-runner.html,345,45,text/html
https://www.nytimes.com/2021/09/17/sports/baseball/somerset-patriots-flooding.html,466,47,text/html
https://www.nytimes.com/section/sports/golf,352,62,text/html
https://www.nytimes.com/news-event/olympics-tokyo,970,140,text/html
https://www.nytimes.com/newsletters/traveldispatch,89,36,text/html
https://www.nytimes.com/2021/09/17/podcasts/elizabeth-holmes-gender.html,391,57,text/html
https://www.nytimes.com/2021/09/19/world/europe/france-covid-smell.html,440,55,text/html
https://www.nytimes.com/2021/09/19/arts/music/justin-vivian-bond-anthony-roth-costanzo.html,384,52,text/html
https://www.nytimes.com/2021/09/19/us/john-shelby-spong-dead.html,353,47,text/html
https://www.nytimes.com/2021/09/14/travel/hostels-pandemic.html,493,67,text/html
https://www.nytimes.com/2021/09/18/world/middleeast/israel-prison-escape-palestinians.html,318,44,text/html
https://www.nytimes.com/2021/09/19/sports/football/jets-patriots-giants-washington-score.html,368,45,text/html
https://www.nytimes.com/2021/09/19/sports/alabama-florida-sec.html,322,45,text/html
https://www.nytimes.com/2021/09/18/sports/baseball/jose-abreu-white-sox.html,391,50,text/html
https://www.nytimes.com/2021/09/19/world/europe/merkel-election-immigration-children.html,424,43,text/html
https://www.nytimes.com/2021/09/18/arts/music/adalberto-alvarez-dead.html,322,47,text/html
https://www.nytimes.com/2021/09/17/business/retail-vacancies-midtown-manhattan.html,408,53,text/html
https://www.nytimes.com/2021/09/17/arts/television/emmys-nominees-list-2021.html,756,76,text/html
https://www.nytimes.com/2021/09/16/opinion/biden-manchin-infrastructure-trillions.html,388,70,text/html
https://www.nytimes.com/games-assets/v2/metadata/sb-safari-pinned-tab.svg?v=v7.26.1,1,0,image/svg+xml
https://www.nytimes.com/games-assets/v2/metadata/sb-apple-touch-icon.png?v=v7.26.1,6,0,image/png
https://www.nytimes.com/article/who-are-the-taliban.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,474,61,text/html
https://www.nytimes.com/2021/08/26/world/asia/kabul-airport-bombing.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,566,69,text/html
https://www.nytimes.com/2021/08/31/world/asia/taliban-usa.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,559,82,text/html
https://www.nytimes.com/2021/08/17/world/asia/taliban-afghanistan-al-qaeda.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,451,72,text/html
https://www.nytimes.com/2021/05/09/world/europe/afghanistan-school-attack-hazaras.html,444,69,text/html
https://www.nytimes.com/interactive/2021/08/14/world/asia/afghanistan-maps-taliban.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,347,45,text/html
https://www.nytimes.com/2021/08/17/world/asia/taliban-leaders-afghanistan.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,500,73,text/html
https://www.nytimes.com/2021/08/20/world/asia/how-to-help-afghanistan-refugees.html,367,72,text/html
https://www.nytimes.com/2021/08/24/world/asia/taliban-women-afghanistan.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,391,50,text/html
https://www.nytimes.com/2021/09/07/world/asia/taliban-women-protest-kabul-afghanistan.html,435,69,text/html
https://www.nytimes.com/2021/09/10/world/asia/us-air-strike-drone-kabul-afghanistan-isis.html,610,69,text/html
https://www.nytimes.com/2021/09/06/world/asia/afghanistan-panjshir-taliban-resistance.html,436,68,text/html
https://www.nytimes.com/by/david-zucchino,406,58,text/html
https://www.nytimes.com/2021/08/18/world/asia/taliban-victory-strategy-afghanistan.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,480,74,text/html
https://www.nytimes.com/2021/09/17/world/asia/taliban-women-ministry-religious-police.html,415,67,text/html
https://www.nytimes.com/news-event/taliban-afghanistan,515,75,text/html
https://www.nytimes.com/2021/08/17/world/asia/afghanistan-women-taliban.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,637,77,text/html
https://www.nytimes.com/2021/08/27/world/asia/who-isis-k-afghanistan.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,448,78,text/html
https://www.nytimes.com/2021/08/26/world/asia/Afghanistan-isis-qaeda.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,567,78,text/html
https://www.nytimes.com/2021/08/25/world/asia/taliban-spokesman-interview.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,356,69,text/html
https://www.nytimes.com/2021/04/18/world/asia/women-afghanistan-withdrawal-us.html?action=click&pgtype=Article&state=default&module=styln-afghanistan&variant=show&region=MAIN_CONTENT_3&block=storyline_levelup_swipe_recirc,567,75,text/html
https://www.nytimes.com/by/mike-hale,290,56,text/html
https://www.nytimes.com/2021/09/20/sports/football/chiefs-ravens-score.html,457,57,text/html
https://www.nytimes.com/2021/09/08/sports/nfl-rule-changes.html,364,50,text/html
https://www.nytimes.com/2021/09/12/sports/football/week-1-nfl-highlights-recap.html,446,47,text/html
https://www.nytimes.com/2019/10/21/world/canada/elections-canada-results.html,494,57,text/html
https://www.nytimes.com/2019/09/20/world/canada/trudeau-blackface-election.html,328,47,text/html
https://www.nytimes.com/2015/10/20/world/americas/canada-election-stephen-harper-justin-trudeau.html,458,50,text/html
https://www.nytimes.com/2019/07/21/world/canada/jagmeet-singh-new-democratic-party-justin-trudeau.html,394,60,text/html
https://www.nytimes.com/2021/09/14/dining/soothr-restaurant-review-thai-noodles.html,502,56,text/html
https://www.nytimes.com/2021/09/17/dining/what-to-cook-this-weekend.html,353,64,text/html
https://www.nytimes.com/2021/09/17/dining/14-classic-recipes.html,525,63,text/html
https://www.nytimes.com/2021/09/17/dining/pasta-garlic-olive-oil-pepperoni.html,360,54,text/html
https://www.nytimes.com/slideshow/2021/09/15/realestate/arts-crafts-meets-swiss-flavor-in-scotland.html,528,13,text/html
https://www.nytimes.com/2021/09/15/realestate/house-hunting-in-scotland-a-unique-hybrid-in-the-highlands-for-2-7-million.html,825,52,text/html
https://www.nytimes.com/2021/09/16/realestate/housing-market-near-nyc.html,815,43,text/html
https://www.nytimes.com/column/ask-real-estate,299,55,text/html
https://www.nytimes.com/slideshow/2021/09/16/realestate/on-the-market-in-the-new-york-region.html,685,14,text/html
https://www.nytimes.com/interactive/2021/09/16/smarter-living/wirecutter/choose-containers.html,210,47,text/html
https://www.nytimes.com/2021/06/30/realestate/washington-heights-last-bastion-of-affordability-manhattan.html,862,49,text/html
https://www.nytimes.com/2021/09/20/realestate/home-prices-california.html,871,70,text/html
https://www.nytimes.com/2021/09/17/realestate/house-history-research.html,270,43,text/html
https://www.nytimes.com/2021/08/21/realestate/so-your-rent-is-about-to-spike-can-you-avoid-paying-more.html,307,47,text/html
https://www.nytimes.com/2021/08/25/realestate/douglas-manor-queens-a-bucolic-suburb-in-the-city.html,791,46,text/html
https://www.nytimes.com/2021/09/04/realestate/co-op-board-discrimination.html,309,49,text/html
https://www.nytimes.com/2021/09/01/realestate/rye-brook-ny-a-low-profile-village-with-good-schools.html,634,50,text/html
https://www.nytimes.com/section/realestate/mortgage-calculator,303,52,text/html
https://www.nytimes.com/column/living-in,415,71,text/html
https://www.nytimes.com/2021/09/11/realestate/Future-Assessments-Apartment-Sales.html,309,47,text/html
https://www.nytimes.com/slideshow/2021/09/16/realestate/on-the-market-in-new-york-city.html,656,14,text/html
https://www.nytimes.com/interactive/2017/realestate/realestate-how-to-buy-a-home.html,86,31,text/html
https://www.nytimes.com/2021/09/14/business/new-york-commercial-real-estate.html,303,41,text/html
https://www.nytimes.com/2021/09/17/realestate/dating-historic-houses.html,458,42,text/html
https://www.nytimes.com/2021/09/15/realestate/home-prices-maine-oregon-connecticut.html,791,47,text/html
https://www.nytimes.com/2021/09/19/realestate/homes-that-sold-for-around-750000.html,465,48,text/html
https://www.nytimes.com/interactive/2021/09/16/realestate/16hunt-parsons.html,577,40,text/html
https://www.nytimes.com/column/on-the-market,369,71,text/html
https://www.nytimes.com/column/property-values,326,71,text/html
https://www.nytimes.com/2021/08/28/realestate/my-neighbors-door-camera-faces-my-apartment-is-that-legal.html,307,47,text/html
https://www.nytimes.com/2021/09/15/realestate/why-the-best-trees-arent-always-the-biggest.html,490,45,text/html
https://www.nytimes.com/2021/08/11/realestate/ridgefield-conn-arts-culture-and-open-space.html,776,47,text/html
https://www.nytimes.com/2021/09/18/realestate/do-i-need-to-clean-up-my-attic-before-i-list-my-house.html,306,47,text/html
https://www.nytimes.com/slideshow/2021/09/15/realestate/what-you-get-for-1-million.html,568,13,text/html
https://www.nytimes.com/2021/08/14/realestate/airbnb-and-happy-neighbors.html,311,47,text/html
https://www.nytimes.com/2021/09/15/realestate/rhinebeck-ny-a-historic-community-with-cultural-amenities.html,791,51,text/html
https://www.nytimes.com/2021/09/20/realestate/shopping-for-canopy-beds.html,401,50,text/html
https://www.nytimes.com/section/realestate/the-high-end,381,77,text/html
https://www.nytimes.com/2021/09/16/realestate/housing-market-nyc.html,768,44,text/html
https://www.nytimes.com/2021/09/20/sports/basketball/nets-dayron-sharpe.html,335,46,text/html
https://www.nytimes.com/2021/07/26/us/politics/fda-covid-vaccine-trials-children.html,405,81,text/html
https://www.nytimes.com/2021/08/25/health/covid-myocarditis-vaccine.html,428,67,text/html
https://www.nytimes.com/2020/09/21/arts/television/emmys-winners-and-losers.html,551,57,text/html
https://www.nytimes.com/news-event/emmy-awards,597,84,text/html
https://www.nytimes.com/slideshow/2021/09/19/style/emmys-red-carpet-photos.html,1024,8,text/html
https://www.nytimes.com/2021/07/16/arts/music/biz-markie-dead.html,380,53,text/html
https://www.nytimes.com/live/2021/09/19/arts/emmys,1024,86,text/html
https://www.nytimes.com/2018/11/22/arts/olivia-colman-the-favourite-the-crown.html,367,48,text/html
https://www.nytimes.com/interactive/2021/09/17/arts/television/best-new-fall-tv-quiz.html,608,33,text/html
https://www.nytimes.com/live/2021/09/19/world/covid-delta-variant-vaccine/average-daily-deaths-in-the-united-states-surpass-2000,1024,95,text/html
https://www.nytimes.com/2021/09/17/movies/toronto-international-film-festival-highlights.html,368,56,text/html
https://www.nytimes.com/2021/09/18/opinion/covid-coronavirus-death.html,377,61,text/html
https://www.nytimes.com/by/david-leonhardt,353,57,text/html
https://www.nytimes.com/2021/09/01/health/covid-delta-us-britain.html,552,72,text/html
https://www.nytimes.com/wirecutter/reviews/best-bath-towel/,415,281,text/html
https://www.nytimes.com/wirecutter/blog/comparison-tables/,115,201,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-washer-and-dryer/,687,344,text/html
https://www.nytimes.com/wirecutter/blog/anatomy-of-a-guide/,128,209,text/html
https://www.nytimes.com/2021/08/26/books/september-books.html,647,93,text/html
https://www.nytimes.com/2021/01/25/books/great-book-reviews.html,915,74,text/html
https://www.nytimes.com/spotlight/new-books-fall-2021,346,71,text/html
https://www.nytimes.com/2015/01/14/dining/restaurant-review-upland-on-park-avenue-south.html?searchResultPosition=2,483,65,text/html
https://www.nytimes.com/2015/10/15/dining/danny-meyer-restaurants-no-tips.html,300,43,text/html
https://www.nytimes.com/wirecutter/blog/why-all-printers-suck-even-the-best-ones/,119,196,text/html
https://www.nytimes.com/wirecutter/reviews/best-laser-printer/amp/,228,107,text/html
https://www.nytimes.com/wirecutter/blog/3d-printer-coronavirus-face-shield/,118,206,text/html
https://www.nytimes.com/wirecutter/authors/ben-keough/,145,191,text/html
https://www.nytimes.com/2021/09/19/business/nabisco-union-strike.html,322,50,text/html
https://www.nytimes.com/2021/09/19/business/media/afghanistan-evacuation-journalists.html,432,47,text/html
https://www.nytimes.com/newsletters/regilite/button?product=WIN&theme=Transparent&landing=true&addSlot=true&app=newsletter&sourceApp=nyt-v5&title=With%20Interest,1,3,text/html
https://www.nytimes.com/2021/09/19/business/the-week-in-business-space-tourism-taxes-booster-shots.html,378,67,text/html
https://www.nytimes.com/2021/09/18/business/wildfires-goats-prevention.html,407,51,text/html
https://www.nytimes.com/2021/09/15/t-magazine/coach-new-york-fashion-week.html,600,51,text/html
https://www.nytimes.com/issue/t-magazine/2021/05/07/ts-may-16-beauty-luxury-issue,422,60,text/html
https://www.nytimes.com/2021/09/10/t-magazine/alice-neel-apartment.html,388,58,text/html
https://www.nytimes.com/2021/09/07/t-magazine/veronique-nichanian-hermes.html,478,56,text/html
https://www.nytimes.com/2021/09/06/t-magazine/flowers-food-cooking.html,435,55,text/html
https://www.nytimes.com/issue/t-magazine/2021/03/05/ts-march-7-mens-fashion-issue,370,60,text/html
https://www.nytimes.com/issue/t-magazine/2021/08/09/ts-aug-22-womens-fashion-issue,449,75,text/html
https://www.nytimes.com/2021/09/06/t-magazine/adam-chanler-berat-gossip-girl.html,351,46,text/html
https://www.nytimes.com/2021/09/08/t-magazine/mens-suits-fall-fashion.html,370,56,text/html
https://www.nytimes.com/section/t-magazine/travel,550,100,text/html
https://www.nytimes.com/2021/09/09/t-magazine/black-recovery-sobriety-addiction.html,457,74,text/html
https://www.nytimes.com/2021/09/20/t-magazine/discomfort-design-architecture.html,347,43,text/html
https://www.nytimes.com/2021/09/01/t-magazine/julian-schnabel-van-gogh.html,357,44,text/html
https://www.nytimes.com/2021/09/09/t-magazine/cafe-cecilia-london-tory-burch.html,398,54,text/html
https://www.nytimes.com/issue/t-magazine/2021/09/03/ts-sept-12-mens-fashion-issue,381,64,text/html
https://www.nytimes.com/2021/09/13/t-magazine/piraeus-greece-athens-art.html,393,45,text/html
https://www.nytimes.com/interactive/2021/04/12/t-magazine/culture-issue-friendship.html,214,102,text/html
https://www.nytimes.com/2021/09/08/t-magazine/tailoring-mens-fall-fashion.html,388,59,text/html
https://www.nytimes.com/section/fashion,1022,178,text/html
https://www.nytimes.com/2018/01/08/fashion/the-golden-globes-black-carpet-fashion-review.html,1024,43,text/html
https://www.nytimes.com/by/vanessa-friedman,336,55,text/html
https://www.nytimes.com/zh-hant/privacy/cookie-policy,109,40,text/html
https://www.nytimes.com/es/privacy/cookie-policy,112,40,text/html
https://www.nytimes.com/zh-hans/privacy/cookie-policy,109,40,text/html
https://www.nytimes.com/guides/well/make-most-of-family-table,242,46,text/html
https://www.nytimes.com/2020/10/22/well/family/coronavirus-symptoms-kids-children-long-hauler.html,353,52,text/html
https://www.nytimes.com/2020/10/23/well/family/China-Wuhan-immigration-family.html,379,43,text/html
https://www.nytimes.com/by/giulia-heyward,344,54,text/html
https://www.nytimes.com/by/yuriria-avila,362,46,text/html
https://www.nytimes.com/by/jasmine-c-lee,569,53,text/html
https://www.nytimes.com/2021/08/24/us/oregon-outdoor-mask-mandate.html,296,52,text/html
https://www.nytimes.com/live/2021/08/01/world/covid-delta-variant-vaccine,1024,142,text/html
https://www.nytimes.com/2021/06/22/world/americas/cuba-vaccine-abdala.html,298,50,text/html
https://www.nytimes.com/2020/11/17/business/china-coronavirus-vaccine-safety.html,518,78,text/html
https://www.nytimes.com/2020/07/28/health/coronavirus-moderna-vaccine-monkeys.html,382,68,text/html
https://www.nytimes.com/2021/01/13/business/chinese-vaccine-brazil-sinovac.html,490,85,text/html
https://www.nytimes.com/2020/10/27/health/pfizer-covid-19-vaccine.html,340,55,text/html
https://www.nytimes.com/2021/09/15/magazine/ford-lightning.html,333,47,text/html
https://www.nytimes.com/column/red-century,295,63,text/html
https://www.nytimes.com/column/michelle-goldberg,305,56,text/html
https://www.nytimes.com/column/sporting,310,56,text/html
https://www.nytimes.com/column/gail-collins,312,56,text/html
https://www.nytimes.com/section/opinion/health,372,57,text/html
https://www.nytimes.com/column/farhad-manjoo,308,60,text/html
https://www.nytimes.com/column/disability,274,56,text/html
https://www.nytimes.com/section/opinion/business-economics,412,59,text/html
https://www.nytimes.com/column/ross-douthat,311,60,text/html
https://www.nytimes.com/column/on-campus,331,70,text/html
https://www.nytimes.com/column/maureen-dowd,307,58,text/html
https://www.nytimes.com/section/opinion/technology,341,59,text/html
https://www.nytimes.com/column/charles-m-blow,304,59,text/html
https://www.nytimes.com/column/ezra-klein,304,57,text/html
https://www.nytimes.com/2021/09/20/opinion/fed-quantitative-easing.html,346,48,text/html
https://www.nytimes.com/section/opinion/international-world,310,59,text/html
https://www.nytimes.com/column/paul-krugman,308,57,text/html
https://www.nytimes.com/section/opinion/editorials,263,57,text/html
https://www.nytimes.com/2021/09/20/opinion/letters/abortion-texas.html,415,49,text/html
https://www.nytimes.com/column/jamelle-bouie,308,59,text/html
https://www.nytimes.com/column/the-stone,273,57,text/html
https://www.nytimes.com/section/opinion/politics,450,58,text/html
https://www.nytimes.com/section/opinion/contributors,362,57,text/html
https://www.nytimes.com/column/vietnam-67,329,64,text/html
https://www.nytimes.com/column/fixes,307,56,text/html
https://www.nytimes.com/section/opinion/environment,379,57,text/html
https://www.nytimes.com/column/frank-bruni,303,60,text/html
https://www.nytimes.com/column/nicholas-kristof,324,65,text/html
https://www.nytimes.com/column/david-brooks,303,58,text/html
https://www.nytimes.com/section/opinion/gender-and-society,349,60,text/html
https://www.nytimes.com/section/opinion/sunday,305,57,text/html
https://www.nytimes.com/column/thomas-l-friedman,314,63,text/html
https://www.nytimes.com/section/opinion/culture,302,57,text/html
https://www.nytimes.com/column/bret-stephens,319,60,text/html
https://www.nytimes.com/2019/11/28/world/australia/china-spying-wang-liqiang-nick-zhao.html,441,54,text/html
https://www.nytimes.com/2018/06/28/world/australia/australia-security-laws-foreign-interference.html,389,50,text/html
https://www.nytimes.com/2021/09/17/us/politics/us-france-australia-betrayal.html?searchResultPosition=1,389,51,text/html
https://www.nytimes.com/2021/03/28/world/asia/myanmar-army-protests.html,509,60,text/html
https://www.nytimes.com/article/myanmar-news-protests-coup.html,576,66,text/html
https://www.nytimes.com/2021/04/01/world/asia/myanmar-journalists-arrests.html,426,53,text/html
https://www.nytimes.com/2021/04/11/world/asia/myanmar-coup-protests.html,346,49,text/html
https://www.nytimes.com/by/richard-c-paddock,310,56,text/html
https://www.nytimes.com/2021/05/29/world/asia/myanmar-prison-coup.html,519,61,text/html
https://www.nytimes.com/2019/11/15/arts/television/the-crown-netflix-season-3.html,416,55,text/html
https://www.nytimes.com/2021/09/19/arts/design/violin-venice-grand-canal.html,437,45,text/html
https://www.nytimes.com/2021/06/03/travel/local-tourism-destinations.html,454,97,text/html
https://www.nytimes.com/2021/09/07/travel/airport-design.html,458,55,text/html
https://www.nytimes.com/interactive/2021/travel/places-to-visit-vacation.html,601,346,text/html
https://www.nytimes.com/2021/09/10/travel/help-were-going-to-europe-and-havent-a-clue-which-masks-to-pack.html,438,65,text/html
https://www.nytimes.com/2021/08/13/travel/airline-cancellations-delays.html,460,62,text/html
https://www.nytimes.com/2021/09/15/travel/california-asian-history.html,382,58,text/html
https://www.nytimes.com/2021/09/20/nyregion/letizia-tagliafierro-inspector-general-resigns.html,327,53,text/html
https://www.nytimes.com/2021/09/20/nyregion/making-streetside-dining-permanent.html,485,61,text/html
https://www.nytimes.com/news-event/nyc-mayor-race,529,72,text/html
https://www.nytimes.com/2021/09/18/nyregion/lee-zeldin-leukemia.html,281,45,text/html
https://www.nytimes.com/2021/09/19/nyregion/metropolitan-diary.html,417,42,text/html
https://www.nytimes.com/2021/09/17/business/a-treasure-in-a-tree-birders-on-their-expensive-habit.html,331,42,text/html
https://www.nytimes.com/2021/09/18/nyregion/east-orange-nj-turf-fields.html,447,63,text/html
https://www.nytimes.com/2021/09/17/nyregion/rikers-island-crisis.html,400,47,text/html
https://www.nytimes.com/2021/09/17/style/seeing-new-york-fashion-week.html,613,41,text/html
https://www.nytimes.com/2021/09/14/magazine/ingrid-daubechies.html,488,48,text/html
https://www.nytimes.com/interactive/2020/07/02/magazine/past-issues-sunday-magazine.html,282,940,text/html
https://www.nytimes.com/2021/09/08/magazine/autoimmune-polyglandular-syndrome-diagnosis.html,339,40,text/html
https://www.nytimes.com/2021/09/16/magazine/poem-waiting-on-you-to-die-so-i-can-be-myself.html,291,39,text/html
https://www.nytimes.com/2021/09/14/magazine/birds-cats-ethics.html,329,40,text/html
https://www.nytimes.com/2021/09/15/magazine/fresh-beans-recipe.html,314,45,text/html
https://www.nytimes.com/2021/09/09/magazine/stories-virtual-school.html,507,49,text/html
https://www.nytimes.com/2021/09/14/magazine/learn-to-walk-again.html,278,39,text/html
https://www.nytimes.com/2021/09/15/magazine/india-assam-muslims.html,577,47,text/html
https://www.nytimes.com/2021/09/09/magazine/poem-i-came-to-you.html,279,39,text/html
https://www.nytimes.com/2021/09/17/magazine/gayl-jones-novel-palmares.html,465,43,text/html
https://www.nytimes.com/issue/magazine/2021/09/10/91221,304,58,text/html
https://www.nytimes.com/2021/09/08/magazine/overemployed-work-ethics.html,335,40,text/html
https://www.nytimes.com/interactive/2021/09/10/magazine/afghanistan-photos.html,281,39,text/html
https://www.nytimes.com/2021/09/15/magazine/dancing-new-york-summer.html,622,53,text/html
https://www.nytimes.com/2021/09/09/magazine/judge-john-hodgman-on-the-king-size-bed.html,260,39,text/html
https://www.nytimes.com/issue/magazine/2021/09/17/91921,292,56,text/html
https://www.nytimes.com/interactive/magazine/masthead.html,108,33,text/html
https://www.nytimes.com/2021/09/13/magazine/dictionary-recommendation.html,299,41,text/html
https://www.nytimes.com/2021/09/09/magazine/field-hockey-new-jersey.html,568,55,text/html
https://www.nytimes.com/2021/09/14/magazine/calories-weight-age.html,345,42,text/html
https://www.nytimes.com/2021/09/16/magazine/judge-john-hodgman-on-peeing-in-the-ocean.html,260,39,text/html
https://www.nytimes.com/2021/08/27/books/review/podcast-a-o-scott-william-maxwell-dirty-work-eyal-press.html?action=click&module=audio-series-bar&region=header&pgtype=Article,368,86,text/html
https://www.nytimes.com/1989/02/24/books/books-of-the-times-brookner-s-outsiders-as-opposites-who-attract.html,271,49,text/html
https://www.nytimes.com/2021/07/23/books/review/podcast-elisabeth-egan-esther-freud-couldnt-love-you-more-philip-danieri-appalachian-trail.html?action=click&module=audio-series-bar&region=header&pgtype=Article,371,86,text/html
https://www.nytimes.com/2021/07/09/books/review/podcast-super-fly-jonathan-balcombe-marjorie-ingall-holocaust-literature-for-children.html?action=click&module=audio-series-bar&region=header&pgtype=Article,365,85,text/html
https://www.nytimes.com/2021/09/14/books/review/colson-whitehead-harlem-shuffle.html,287,54,text/html
https://www.nytimes.com/2021/09/07/books/review/colm-toibin-magician.html,323,57,text/html
https://www.nytimes.com/2021/09/17/books/review/podcast-colson-whitehead-harlem-shuffle-colm-toibin-magician.html?action=click&module=audio-series-bar&region=header&pgtype=Article,368,86,text/html
https://www.nytimes.com/2021/07/02/books/review/podcast-disappearing-act-catherine-steadman-king-richard-nixon-watergate-michael-dobbs.html?action=click&module=audio-series-bar&region=header&pgtype=Article,365,84,text/html
https://www.nytimes.com/2021/08/20/books/review/podcast-brilliant-abyss-deep-ocean-helen-scales-all-frequent-troubles-our-days-rebecca-donner.html?action=click&module=audio-series-bar&region=header&pgtype=Article,368,86,text/html
https://www.nytimes.com/2021/08/13/books/review/podcast-dana-spiotta-wayward-ash-davidson-damnation-spring.html?action=click&module=audio-series-bar&region=header&pgtype=Article,367,86,text/html
https://www.nytimes.com/2021/07/30/books/review/podcast-omar-el-akkad-what-strange-paradise-sheera-frenkel-cecilia-kang-ugly-truth-facebook.html?action=click&module=audio-series-bar&region=header&pgtype=Article,368,86,text/html
https://www.nytimes.com/2021/09/10/books/review/podcast-sally-rooney-beautiful-world-brandon-taylor-david-rooney-about-time-clocks.html?action=click&module=audio-series-bar&region=header&pgtype=Article,369,88,text/html
https://www.nytimes.com/newsletters/signup/SP,89,36,text/html
https://www.nytimes.com/2021/09/17/sports/football/giants-washington-score.html,315,46,text/html
https://www.nytimes.com/section/sports/ncaabasketball,416,62,text/html
https://www.nytimes.com/section/sports/baseball,624,89,text/html
https://www.nytimes.com/2021/09/19/sports/football/carl-nassib-raiders-gay.html,392,53,text/html
https://www.nytimes.com/2021/09/19/sports/football/bills-dolphins-score.html,320,45,text/html
https://www.nytimes.com/interactive/2021/09/17/sports/running-injuries.html,201,45,text/html
https://www.nytimes.com/section/sports/hockey,454,62,text/html
https://www.nytimes.com/section/sports/soccer,688,97,text/html
https://www.nytimes.com/interactive/2021/09/20/sports/football/ravens-fourth-down.html,201,45,text/html
https://www.nytimes.com/es/section/deportes,699,90,text/html
https://www.nytimes.com/2021/09/19/sports/baseball/gerrit-cole-yankees.html,368,47,text/html
https://www.nytimes.com/2021/09/17/sports/ncaafootball/robert-gates-ncaa-interview.html,383,43,text/html
https://www.nytimes.com/2021/09/17/sports/soccer/barcelona-champions-league.html,494,47,text/html
https://www.nytimes.com/2021/09/17/sports/ncaafootball/ncaa-robert-gates.html,400,56,text/html
https://www.nytimes.com/section/sports/basketball,421,62,text/html
https://www.nytimes.com/section/sports/ncaafootball,423,62,text/html
https://www.nytimes.com/2021/09/20/sports/basketball/seattle-storm-stewart-bird-lloyd.html,408,42,text/html
https://www.nytimes.com/section/sports/tennis,576,62,text/html
https://www.nytimes.com/news-event/weather-climate,566,61,text/html
https://www.nytimes.com/2021/09/12/us/wildfires-disabled-people-evacuation.html,402,53,text/html
https://www.nytimes.com/interactive/2021/09/14/us/tropical-storm-nicholas-hurricane-tracker.html,206,44,text/html
