URL,Size(kB),No of Outlinks,Content Type
https://www.nytimes.com/2021/07/01/climate/biden-electric-cars-tailpipe-emissions.html,438,61,text/html
https://www.nytimes.com/sitemap/2021/07/,96,65,text/html
https://www.nytimes.com/sitemap/2021/09/,93,54,text/html
https://www.nytimes.com/sitemap/2021/01/,96,65,text/html
https://www.nytimes.com/sitemap/2021/03/,96,65,text/html
https://www.nytimes.com/sitemap/2021/05/,96,65,text/html
https://www.nytimes.com/sitemap/2021/08/,96,65,text/html
https://www.nytimes.com/sitemap/2021/02/,95,62,text/html
https://www.nytimes.com/sitemap/2021/04/,96,64,text/html
https://www.nytimes.com/sitemap/2021/06/,96,64,text/html
https://www.nytimes.com/live/2021/07/20/science/jeff-bezos-space-flight,718,75,text/html
https://www.nytimes.com/live/2021/07/11/science/virgin-galactic-launch-richard-branson,600,70,text/html
https://www.nytimes.com/live/2021/09/15/science/spacex-launch-inspiration4,1024,90,text/html
https://www.nytimes.com/2020/05/05/science/nasa-tom-cruise-space-station.html,351,63,text/html
https://www.nytimes.com/live/2021/09/17/science/spacex-inspiration4-tracker/during-day-2-in-orbit-the-astronauts-gave-hints-at-their-lives-in-space,909,101,text/html
https://www.nytimes.com/2021/09/16/world/europe/russia-movie-space.html,341,46,text/html
https://www.nytimes.com/sitemap/1913/07/,96,65,text/html
https://www.nytimes.com/sitemap/1913/05/,96,65,text/html
https://www.nytimes.com/sitemap/1913/09/,96,64,text/html
https://www.nytimes.com/sitemap/1913/03/,96,65,text/html
https://www.nytimes.com/sitemap/1913/01/,96,65,text/html
https://www.nytimes.com/sitemap/1913/11/,96,64,text/html
https://www.nytimes.com/sitemap/1913/06/,96,64,text/html
https://www.nytimes.com/sitemap/1913/04/,96,64,text/html
https://www.nytimes.com/sitemap/1913/08/,96,65,text/html
https://www.nytimes.com/sitemap/1913/10/,96,65,text/html
https://www.nytimes.com/sitemap/1913/02/,95,62,text/html
https://www.nytimes.com/sitemap/1913/12/,96,65,text/html
https://www.nytimes.com/live/2021/09/16/science/spacex-inspiration4-updates/chris-sembroski-is-the-mission-specialist-of-the-flight,731,76,text/html
https://www.nytimes.com/live/2021/09/15/science/spacex-launch-inspiration4/who-is-jared-isaacman,1024,91,text/html
https://www.nytimes.com/2021/09/16/science/sian-proctor-inspiration4-spacex.html,248,44,text/html
https://www.nytimes.com/live/2021/09/16/science/spacex-inspiration4-updates/hayley-arceneaux-is-the-missions-chief-medical-officer,731,76,text/html
https://www.nytimes.com/wirecutter/blog/picks-best-value/amp/,91,67,text/html
https://www.nytimes.com/sitemap/1934/07/,96,65,text/html
https://www.nytimes.com/sitemap/1934/02/,95,62,text/html
https://www.nytimes.com/sitemap/1934/12/,96,65,text/html
https://www.nytimes.com/sitemap/1934/10/,96,65,text/html
https://www.nytimes.com/sitemap/1934/06/,96,64,text/html
https://www.nytimes.com/sitemap/1934/04/,96,64,text/html
https://www.nytimes.com/sitemap/1934/08/,96,65,text/html
https://www.nytimes.com/2021/09/13/business/rivian-illinois-electric-vehicles.html,474,50,text/html
https://www.nytimes.com/2021/09/09/climate/alaska-bristol-bay.html,321,46,text/html
https://www.nytimes.com/2021/09/13/climate/kerry-climate-summit-cop.html,361,50,text/html
https://www.nytimes.com/sitemap/1922/11/,96,64,text/html
https://www.nytimes.com/sitemap/1922/01/,96,65,text/html
https://www.nytimes.com/sitemap/1922/07/,96,65,text/html
https://www.nytimes.com/sitemap/1922/09/,96,64,text/html
https://www.nytimes.com/sitemap/1922/03/,96,65,text/html
https://www.nytimes.com/sitemap/1922/05/,96,65,text/html
https://www.nytimes.com/sitemap/1922/10/,96,65,text/html
https://www.nytimes.com/sitemap/1922/12/,96,65,text/html
https://www.nytimes.com/sitemap/1922/06/,96,64,text/html
https://www.nytimes.com/sitemap/1922/08/,96,65,text/html
https://www.nytimes.com/sitemap/1922/02/,95,62,text/html
https://www.nytimes.com/sitemap/1922/04/,96,64,text/html
https://www.nytimes.com/2021/06/07/climate/line-3-pipeline-protest-native-americans.html,565,57,text/html
https://www.nytimes.com/interactive/2021/08/18/world/asia/kabul-airport-afghanistan-maps.html,207,44,text/html
https://www.nytimes.com/sitemap/2004/06/,96,64,text/html
https://www.nytimes.com/sitemap/2004/08/,96,65,text/html
https://www.nytimes.com/sitemap/2004/01/,96,65,text/html
https://www.nytimes.com/sitemap/2004/11/,96,64,text/html
https://www.nytimes.com/sitemap/2004/03/,96,65,text/html
https://www.nytimes.com/sitemap/1888/01/,96,65,text/html
https://www.nytimes.com/sitemap/1888/03/,96,65,text/html
https://www.nytimes.com/sitemap/1888/05/,96,65,text/html
https://www.nytimes.com/sitemap/1888/07/,96,65,text/html
https://www.nytimes.com/sitemap/1888/11/,96,64,text/html
https://www.nytimes.com/sitemap/1888/02/,95,63,text/html
https://www.nytimes.com/sitemap/1888/12/,96,65,text/html
https://www.nytimes.com/sitemap/1888/04/,96,64,text/html
https://www.nytimes.com/sitemap/1888/06/,96,64,text/html
https://www.nytimes.com/sitemap/1888/08/,96,65,text/html
https://www.nytimes.com/sitemap/1888/10/,96,65,text/html
https://www.nytimes.com/sitemap/1888/09/,96,64,text/html
https://www.nytimes.com/wirecutter/reviews/best-sewing-machine/amp/,219,113,text/html
https://www.nytimes.com/wirecutter/blog/homemade-face-masks-coronavirus/,124,209,text/html
https://www.nytimes.com/by/mike-ives,337,55,text/html
https://www.nytimes.com/2021/04/08/health/coronavirus-hygiene-cleaning-surfaces.html,404,56,text/html
https://www.nytimes.com/2020/07/25/climate/covid-masks-discarded.html,414,67,text/html
https://www.nytimes.com/interactive/2020/us/covid-19-vaccine-doses.html?.%3Fmc=aud_dev&ad-keywords=auddevgate&gclid=CjwKCAjw95yJBhAgEiwAmRrutDKeFp9vRc8zTbtv0irPprhJl5mRUTqJzPF9I-fZp2Nl1GAW1JNeYhoCYBgQAvD_BwE&gclsrc=aw.ds,556,175,text/html
https://www.nytimes.com/live/2021/06/07/world/covid-vaccine-coronavirus-mask/uganda-locks-down-as-a-virus-wave-sickens-young-people,1024,163,text/html
https://www.nytimes.com/sitemap/1901/08/,96,65,text/html
https://www.nytimes.com/2017/08/26/opinion/sunday/memorize-poems-poetry-education.html,381,55,text/html
https://www.nytimes.com/live/2021/09/17/business/economy-stock-market-news?action=click&pgtype=Article&module&state=default&region=header&context=breakout_link_back_to_briefing,1024,97,text/html
https://www.nytimes.com/2021/08/30/technology/trial-elizabeth-holmes-theranos.html,597,68,text/html
https://www.nytimes.com/sitemap/1958/10/,96,65,text/html
https://www.nytimes.com/sitemap/1958/02/,95,62,text/html
https://www.nytimes.com/sitemap/1958/12/,96,65,text/html
https://www.nytimes.com/sitemap/1958/04/,96,64,text/html
https://www.nytimes.com/sitemap/1958/06/,96,64,text/html
https://www.nytimes.com/sitemap/1958/08/,96,65,text/html
https://www.nytimes.com/sitemap/1958/11/,96,64,text/html
https://www.nytimes.com/sitemap/1958/01/,96,65,text/html
https://www.nytimes.com/sitemap/1917/11/,96,64,text/html
https://www.nytimes.com/sitemap/1917/07/,96,65,text/html
https://www.nytimes.com/sitemap/1917/05/,96,65,text/html
https://www.nytimes.com/sitemap/1917/09/,96,64,text/html
https://www.nytimes.com/sitemap/1917/02/,95,62,text/html
https://www.nytimes.com/sitemap/1917/12/,96,65,text/html
https://www.nytimes.com/sitemap/1917/06/,96,64,text/html
https://www.nytimes.com/sitemap/1917/04/,96,64,text/html
https://www.nytimes.com/sitemap/1917/08/,96,65,text/html
https://www.nytimes.com/sitemap/1917/10/,96,65,text/html
https://www.nytimes.com/sitemap/2013/05/,96,65,text/html
https://www.nytimes.com/sitemap/2013/03/,96,65,text/html
https://www.nytimes.com/sitemap/2013/09/,96,64,text/html
https://www.nytimes.com/sitemap/2013/07/,96,65,text/html
https://www.nytimes.com/sitemap/2013/12/,96,65,text/html
https://www.nytimes.com/sitemap/2013/10/,96,65,text/html
https://www.nytimes.com/sitemap/2013/04/,96,64,text/html
https://www.nytimes.com/sitemap/2013/02/,95,62,text/html
https://www.nytimes.com/sitemap/2013/08/,96,65,text/html
https://www.nytimes.com/sitemap/2013/06/,96,64,text/html
https://www.nytimes.com/sitemap/2013/11/,96,64,text/html
https://www.nytimes.com/sitemap/2013/01/,96,65,text/html
https://www.nytimes.com/sitemap/1905/03/,96,65,text/html
https://www.nytimes.com/sitemap/1905/05/,96,65,text/html
https://www.nytimes.com/sitemap/1905/11/,96,64,text/html
https://www.nytimes.com/sitemap/1905/01/,96,65,text/html
https://www.nytimes.com/sitemap/1905/07/,96,65,text/html
https://www.nytimes.com/sitemap/1905/09/,96,64,text/html
https://www.nytimes.com/sitemap/1905/04/,96,64,text/html
https://www.nytimes.com/sitemap/1905/06/,96,64,text/html
https://www.nytimes.com/sitemap/1905/10/,96,65,text/html
https://www.nytimes.com/sitemap/1905/12/,96,65,text/html
https://www.nytimes.com/sitemap/1905/02/,95,62,text/html
https://www.nytimes.com/sitemap/1905/08/,96,65,text/html
https://www.nytimes.com/2021/09/16/opinion/sway-kara-swisher-jeffrey-katzenberg.html,914,76,text/html
https://www.nytimes.com/by/nicholas-bakalar,291,54,text/html
https://www.nytimes.com/wirecutter/money/best-prime-day-2021-deals-still-live/,246,255,text/html
https://www.nytimes.com/wirecutter/blog/how-our-readers-made-wirecutter-better-in-may-2020/,126,211,text/html
https://www.nytimes.com/wirecutter/money/how-wirecutter-finds-deals/amp/,101,57,text/html
https://www.nytimes.com/sitemap/2012/10/,96,65,text/html
https://www.nytimes.com/video/science/100000007618348/nasas-mars-landing-all-the-way-down.html?playlistId=video%2Fscience,1024,104,text/html
https://www.nytimes.com/video/science/space/100000007507717/china-moon-rocks-earth.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/world/100000007726547/spacex-nasa-astronaut-launch.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/science/space/100000007725752/nasa-mars-ingenuity-helicopter.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/science/100000007662582/nasa-moon-rocket-test.html?playlistId=video%2Fscience,1024,104,text/html
https://www.nytimes.com/video/health/100000007293397/covid-pandemics-causes-documentary.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/us/100000007082510/coronavirus-treatment.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/world/100000007726547/spacex-nasa-astronaut-launch.html?playlistId=video%2Fscience,1024,104,text/html
https://www.nytimes.com/video/science/100000007662582/nasa-moon-rocket-test.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/science/space/100000007718188/nasa-mars-helicopter.html?playlistId=video%2Fscience,1024,104,text/html
https://www.nytimes.com/video/science/space/100000007718188/nasa-mars-helicopter.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/us/100000007635284/space-x-launch-explode.html?playlistId=video%2Fscience,1024,104,text/html
https://www.nytimes.com/video/us/100000007635284/space-x-launch-explode.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/us/100000007717254/nasa-mars-helicopter-first-flight.html?playlistId=video%2Fscience,1024,104,text/html
https://www.nytimes.com/video/science/space/100000007747937/spacex-starship-launch.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/science/space/100000007495770/space-x-starship-explodes.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/health/100000007056651/covid-ards-acute-respiratory-distress-syndrome.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/video/science/space/100000007469511/china-launches-spacecraft-moon.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Fscience,1024,105,text/html
https://www.nytimes.com/by/jonathan-martin,419,55,text/html
https://www.nytimes.com/2021/09/14/us/newsom-governor-california-recall.html,534,77,text/html
https://www.nytimes.com/2021/09/15/us/pandemic-california-recall-voters.html,439,54,text/html
https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,473,60,text/html
https://www.nytimes.com/2021/09/14/us/california-recall-constitutional-amendment.html,500,53,text/html
https://www.nytimes.com/2021/09/15/us/gavin-newsom-governor-california.html,445,52,text/html
https://www.nytimes.com/news-event/california-recall-election,748,80,text/html
https://www.nytimes.com/sitemap/2012/04/,96,64,text/html
https://www.nytimes.com/sitemap/2012/06/,96,64,text/html
https://www.nytimes.com/sitemap/2012/08/,96,65,text/html
https://www.nytimes.com/2021/08/09/opinion/sway-kara-swisher-michael-pollan.html,1024,65,text/html
https://www.nytimes.com/sitemap/2016/10/,96,65,text/html
https://www.nytimes.com/sitemap/2016/12/,96,65,text/html
https://www.nytimes.com/sitemap/2016/02/,95,63,text/html
https://www.nytimes.com/sitemap/2016/04/,96,64,text/html
https://www.nytimes.com/sitemap/2016/05/,96,65,text/html
https://www.nytimes.com/sitemap/2016/07/,96,65,text/html
https://www.nytimes.com/sitemap/2016/09/,96,64,text/html
https://www.nytimes.com/sitemap/2016/11/,96,64,text/html
https://www.nytimes.com/sitemap/2016/01/,96,65,text/html
https://www.nytimes.com/sitemap/2016/03/,96,65,text/html
https://www.nytimes.com/sitemap/2016/06/,96,64,text/html
https://www.nytimes.com/sitemap/2016/08/,96,65,text/html
https://www.nytimes.com/sitemap/2001/11/,96,64,text/html
https://www.nytimes.com/sitemap/2001/04/,96,64,text/html
https://www.nytimes.com/sitemap/2001/02/,95,62,text/html
https://www.nytimes.com/sitemap/2001/12/,96,65,text/html
https://www.nytimes.com/sitemap/2001/08/,96,65,text/html
https://www.nytimes.com/sitemap/2001/06/,96,64,text/html
https://www.nytimes.com/sitemap/2001/10/,96,65,text/html
https://www.nytimes.com/sitemap/2001/03/,96,65,text/html
https://www.nytimes.com/sitemap/2001/01/,96,65,text/html
https://www.nytimes.com/sitemap/1893/06/,96,64,text/html
https://www.nytimes.com/sitemap/1893/04/,96,64,text/html
https://www.nytimes.com/sitemap/1893/08/,96,65,text/html
https://www.nytimes.com/sitemap/1893/01/,96,65,text/html
https://www.nytimes.com/sitemap/1893/11/,96,64,text/html
https://www.nytimes.com/sitemap/1893/05/,96,65,text/html
https://www.nytimes.com/sitemap/1893/03/,96,65,text/html
https://www.nytimes.com/sitemap/1893/09/,96,64,text/html
https://www.nytimes.com/sitemap/1893/07/,96,65,text/html
https://www.nytimes.com/sitemap/1893/02/,95,62,text/html
https://www.nytimes.com/sitemap/1893/12/,96,65,text/html
https://www.nytimes.com/sitemap/1893/10/,96,65,text/html
https://www.nytimes.com/live/2021/09/14/business/inflation-apple-economy-news?action=click&pgtype=Article&module&state=default&region=header&context=breakout_link_back_to_briefing,1024,127,text/html
https://www.nytimes.com/2021/09/10/technology/epic-apple-app-developers.html,382,53,text/html
https://www.nytimes.com/sitemap/1881/10/,96,65,text/html
https://www.nytimes.com/sitemap/1881/12/,96,65,text/html
https://www.nytimes.com/sitemap/1881/07/,96,65,text/html
https://www.nytimes.com/sitemap/1881/09/,96,64,text/html
https://www.nytimes.com/sitemap/1881/03/,96,65,text/html
https://www.nytimes.com/sitemap/1881/05/,96,65,text/html
https://www.nytimes.com/sitemap/1881/11/,96,64,text/html
https://www.nytimes.com/sitemap/1881/01/,96,65,text/html
https://www.nytimes.com/sitemap/1881/06/,96,64,text/html
https://www.nytimes.com/sitemap/1881/08/,96,65,text/html
https://www.nytimes.com/sitemap/1853/08/,95,61,text/html
https://www.nytimes.com/sitemap/1853/06/,94,60,text/html
https://www.nytimes.com/sitemap/1853/04/,94,60,text/html
https://www.nytimes.com/sitemap/1853/12/,95,61,text/html
https://www.nytimes.com/sitemap/1853/02/,94,58,text/html
https://www.nytimes.com/sitemap/1853/10/,94,60,text/html
https://www.nytimes.com/sitemap/1853/09/,94,60,text/html
https://www.nytimes.com/sitemap/1853/07/,94,60,text/html
https://www.nytimes.com/subscription/home-delivery?campaignId=6WFJF,33,23,text/html
https://www.nytimes.com/sitemap/1949/08/,96,65,text/html
https://www.nytimes.com/sitemap/1949/10/,96,65,text/html
https://www.nytimes.com/sitemap/1949/12/,96,65,text/html
https://www.nytimes.com/sitemap/1949/02/,95,62,text/html
https://www.nytimes.com/sitemap/1949/04/,96,64,text/html
https://www.nytimes.com/sitemap/1949/06/,96,64,text/html
https://www.nytimes.com/sitemap/1949/07/,96,65,text/html
https://www.nytimes.com/sitemap/1949/09/,96,64,text/html
https://www.nytimes.com/sitemap/1949/11/,96,64,text/html
https://www.nytimes.com/sitemap/1949/01/,96,65,text/html
https://www.nytimes.com/sitemap/1949/03/,96,65,text/html
https://www.nytimes.com/sitemap/1949/05/,96,65,text/html
https://www.nytimes.com/sitemap/1937/06/,96,64,text/html
https://www.nytimes.com/sitemap/1937/08/,96,65,text/html
https://www.nytimes.com/sitemap/1937/10/,96,65,text/html
https://www.nytimes.com/sitemap/1937/12/,96,65,text/html
https://www.nytimes.com/sitemap/1937/02/,95,62,text/html
https://www.nytimes.com/2019/08/19/technology/amazon-orwell-1984.html,449,57,text/html
https://www.nytimes.com/wirecutter/blog/amazon-alternatives/,165,253,text/html
https://www.nytimes.com/wirecutter/blog/what-do-return-policies-owe-us/,119,206,text/html
https://www.nytimes.com/wirecutter/blog/avoid-counterfeits-deals/,123,208,text/html
https://www.nytimes.com/wirecutter/blog/amazon-counterfeit-fake-products/,180,256,text/html
https://www.nytimes.com/wirecutter/blog/myths-about-counterfeit-products-debunked/,122,208,text/html
https://www.nytimes.com/2021/05/27/science/black-hole-names-holley-bockelmann.html,435,52,text/html
https://www.nytimes.com/2021/03/23/science/astronomy-oumuamua-comet.html,431,52,text/html
https://www.nytimes.com/es/2021/06/09/espanol/como-ver-eclipse-anular-solar.html,397,51,text/html
https://www.nytimes.com/es/2021/04/22/espanol/agujeros-negros-nombres.html,371,57,text/html
https://www.nytimes.com/2021/04/22/science/black-holes-astrophysics-names.html,449,55,text/html
https://www.nytimes.com/es/2021/04/08/espanol/particula-muon-fermilab.html,488,55,text/html
https://www.nytimes.com/es/2021/05/28/espanol/astronomia-sol-clima-espacio.html,534,50,text/html
https://www.nytimes.com/2021/03/24/science/astronomy-messier-87-black-hole.html,440,52,text/html
https://www.nytimes.com/2021/04/07/science/particle-physics-muon-fermilab-brookhaven.html,560,58,text/html
https://www.nytimes.com/2021/09/13/opinion/sway-kara-swisher-dave-eggers.html,858,76,text/html
https://www.nytimes.com/sitemap/1990/08/,96,65,text/html
https://www.nytimes.com/sitemap/1990/06/,96,64,text/html
https://www.nytimes.com/sitemap/1990/04/,96,64,text/html
https://www.nytimes.com/sitemap/1990/02/,95,62,text/html
https://www.nytimes.com/sitemap/1990/12/,96,65,text/html
https://www.nytimes.com/sitemap/1990/11/,96,64,text/html
https://www.nytimes.com/sitemap/1990/09/,96,64,text/html
https://www.nytimes.com/sitemap/1990/07/,96,65,text/html
https://www.nytimes.com/sitemap/1990/05/,96,65,text/html
https://www.nytimes.com/sitemap/1990/03/,96,65,text/html
https://www.nytimes.com/wirecutter/lists/new-essentials/,573,694,text/html
https://www.nytimes.com/wirecutter/reviews/best-treadmill/amp/,222,106,text/html
https://www.nytimes.com/wirecutter/blog/history-of-the-treadmill/,168,217,text/html
https://www.nytimes.com/wirecutter/blog/why-we-buy-workout-gear/,119,201,text/html
https://www.nytimes.com/sitemap/1974/08/,96,65,text/html
https://www.nytimes.com/sitemap/1974/11/,96,64,text/html
https://www.nytimes.com/sitemap/1974/01/,96,65,text/html
https://www.nytimes.com/sitemap/1974/03/,96,65,text/html
https://www.nytimes.com/sitemap/1974/05/,96,65,text/html
https://www.nytimes.com/sitemap/1974/07/,96,65,text/html
https://www.nytimes.com/sitemap/1974/09/,96,64,text/html
https://www.nytimes.com/sitemap/1974/10/,96,65,text/html
https://www.nytimes.com/sitemap/1974/12/,96,65,text/html
https://www.nytimes.com/sitemap/1974/02/,95,62,text/html
https://www.nytimes.com/sitemap/1974/04/,96,64,text/html
https://www.nytimes.com/sitemap/1974/06/,96,64,text/html
https://www.nytimes.com/2021/07/10/opinion/sunday/hbo-max-streaming-covid-diesel.html,332,46,text/html
https://www.nytimes.com/sitemap/1997/09/,96,64,text/html
https://www.nytimes.com/sitemap/1997/04/,96,64,text/html
https://www.nytimes.com/sitemap/1997/06/,96,64,text/html
https://www.nytimes.com/sitemap/1997/12/,96,65,text/html
https://www.nytimes.com/sitemap/1997/02/,95,62,text/html
https://www.nytimes.com/sitemap/1997/10/,96,65,text/html
https://www.nytimes.com/sitemap/1997/08/,96,65,text/html
https://www.nytimes.com/2021/09/13/opinion/nature-birds-migration.html,364,53,text/html
https://www.nytimes.com/2021/08/09/opinion/nashville-summer.html,378,59,text/html
https://www.nytimes.com/2021/08/16/opinion/environmental-racism-memphis-pipeline.html,415,75,text/html
https://www.nytimes.com/games-assets/example-submission-2020.png,195,0,image/png
https://www.nytimes.com/2018/09/14/crosswords/how-to-make-a-crossword-puzzle-the-series.html,298,42,text/html
https://www.nytimes.com/slideshow/2012/11/28/dining/20121128-DIRTCANDY.html,181,13,text/html
https://www.nytimes.com/by/pete-wells,262,54,text/html
https://www.nytimes.com/2019/06/03/style/self-care/natural-wine-self-care.html,272,48,text/html
https://www.nytimes.com/sitemap/1901/04/,96,64,text/html
https://www.nytimes.com/sitemap/1901/06/,96,64,text/html
https://www.nytimes.com/sitemap/1901/10/,96,65,text/html
https://www.nytimes.com/sitemap/1901/12/,96,65,text/html
https://www.nytimes.com/sitemap/1901/02/,95,62,text/html
https://www.nytimes.com/sitemap/1901/07/,96,65,text/html
https://www.nytimes.com/sitemap/1901/09/,96,64,text/html
https://www.nytimes.com/sitemap/1901/03/,96,65,text/html
https://www.nytimes.com/sitemap/1901/05/,96,65,text/html
https://www.nytimes.com/sitemap/1901/11/,96,64,text/html
https://www.nytimes.com/sitemap/1901/01/,96,65,text/html
https://www.nytimes.com/by/sabrina-imbler,260,54,text/html
https://www.nytimes.com/wirecutter/blog/whats-the-best-dumb-tv-without-smart-features/,111,201,text/html
https://www.nytimes.com/2021/08/19/opinion/sway-kara-swisher-jason-miller.html,1024,66,text/html
https://www.nytimes.com/2021/01/07/opinion/sway-kara-swisher-john-matze.html,970,76,text/html
https://www.nytimes.com/sitemap/1917/03/,96,65,text/html
https://www.nytimes.com/sitemap/1917/01/,96,65,text/html
https://www.nytimes.com/sitemap/1852/01/,94,60,text/html
https://www.nytimes.com/2021/08/05/technology/apple-iphones-privacy.html,333,51,text/html
https://www.nytimes.com/sitemap/1919/08/,96,65,text/html
https://www.nytimes.com/sitemap/1919/06/,96,64,text/html
https://www.nytimes.com/sitemap/1919/04/,96,64,text/html
https://www.nytimes.com/sitemap/1919/02/,95,62,text/html
https://www.nytimes.com/sitemap/1919/12/,96,65,text/html
https://www.nytimes.com/sitemap/1919/10/,96,65,text/html
https://www.nytimes.com/sitemap/1919/09/,96,64,text/html
https://www.nytimes.com/sitemap/1919/07/,96,65,text/html
https://www.nytimes.com/sitemap/1919/05/,96,65,text/html
https://www.nytimes.com/sitemap/1919/03/,96,65,text/html
https://www.nytimes.com/sitemap/1919/01/,96,65,text/html
https://www.nytimes.com/sitemap/1919/11/,96,64,text/html
https://www.nytimes.com/sitemap/1872/06/,96,64,text/html
https://www.nytimes.com/sitemap/1872/04/,96,64,text/html
https://www.nytimes.com/sitemap/1872/08/,96,65,text/html
https://www.nytimes.com/sitemap/1872/03/,96,65,text/html
https://www.nytimes.com/sitemap/1872/11/,96,64,text/html
https://www.nytimes.com/sitemap/1872/01/,96,65,text/html
https://www.nytimes.com/sitemap/1872/07/,96,65,text/html
https://www.nytimes.com/sitemap/1872/05/,96,65,text/html
https://www.nytimes.com/sitemap/1872/09/,96,64,text/html
https://www.nytimes.com/sitemap/1872/10/,96,65,text/html
https://www.nytimes.com/sitemap/1872/02/,95,63,text/html
https://www.nytimes.com/wirecutter/blog/all-budget-picks/,537,789,text/html
https://www.nytimes.com/wirecutter/reviews/best-foot-spa/,155,209,text/html
https://www.nytimes.com/2021/08/12/opinion/sway-kara-swisher-patrick-soon-shiong.html,1024,66,text/html
https://www.nytimes.com/sitemap/2004/05/,96,65,text/html
https://www.nytimes.com/sitemap/2004/07/,96,65,text/html
https://www.nytimes.com/sitemap/2004/09/,96,64,text/html
https://www.nytimes.com/sitemap/2004/10/,96,65,text/html
https://www.nytimes.com/sitemap/2004/12/,96,65,text/html
https://www.nytimes.com/sitemap/2004/02/,95,63,text/html
https://www.nytimes.com/sitemap/2004/04/,96,64,text/html
https://www.nytimes.com/sitemap/1864/06/,96,64,text/html
https://www.nytimes.com/sitemap/1864/04/,96,64,text/html
https://www.nytimes.com/sitemap/1864/09/,96,64,text/html
https://www.nytimes.com/sitemap/1864/07/,96,64,text/html
https://www.nytimes.com/sitemap/1864/01/,96,64,text/html
https://www.nytimes.com/sitemap/1864/11/,96,64,text/html
https://www.nytimes.com/sitemap/1864/05/,96,65,text/html
https://www.nytimes.com/sitemap/1864/03/,96,65,text/html
https://www.nytimes.com/sitemap/1864/08/,96,65,text/html
https://www.nytimes.com/sitemap/1962/10/,96,65,text/html
https://www.nytimes.com/sitemap/1962/12/,95,61,text/html
https://www.nytimes.com/sitemap/1962/02/,95,62,text/html
https://www.nytimes.com/sitemap/1962/04/,96,64,text/html
https://www.nytimes.com/sitemap/1962/07/,96,65,text/html
https://www.nytimes.com/sitemap/1962/09/,96,64,text/html
https://www.nytimes.com/sitemap/1962/01/,96,65,text/html
https://www.nytimes.com/sitemap/1962/11/,96,64,text/html
https://www.nytimes.com/sitemap/1962/03/,96,65,text/html
https://www.nytimes.com/sitemap/1962/05/,96,65,text/html
https://www.nytimes.com/sitemap/1962/06/,96,64,text/html
https://www.nytimes.com/sitemap/1962/08/,96,65,text/html
https://www.nytimes.com/sitemap/1925/07/,96,65,text/html
https://www.nytimes.com/sitemap/1925/05/,96,65,text/html
https://www.nytimes.com/sitemap/1925/09/,96,64,text/html
https://www.nytimes.com/sitemap/1925/11/,96,64,text/html
https://www.nytimes.com/sitemap/1925/03/,96,65,text/html
https://www.nytimes.com/sitemap/1925/01/,96,65,text/html
https://www.nytimes.com/sitemap/1925/08/,96,65,text/html
https://www.nytimes.com/sitemap/1925/06/,96,64,text/html
https://www.nytimes.com/sitemap/1925/10/,96,65,text/html
https://www.nytimes.com/sitemap/1925/04/,96,64,text/html
https://www.nytimes.com/sitemap/1925/12/,96,65,text/html
https://www.nytimes.com/sitemap/1925/02/,95,62,text/html
https://www.nytimes.com/wirecutter/blog/what-is-upf-clothing/,113,206,text/html
https://www.nytimes.com/wirecutter/blog/yes-i-work-at-wirecutter-no-we-dont-get-a-bunch-of-free-stuff/amp/,91,61,text/html
https://www.nytimes.com/wirecutter/blog/best-app-for-getting-to-dos-done/,116,218,text/html
https://www.nytimes.com/wirecutter/blog/are-the-new-apple-airpods-worth-the-upgrade/,124,204,text/html
https://www.nytimes.com/wirecutter/blog/iphones-headphones-campground/,170,231,text/html
https://www.nytimes.com/wirecutter/blog/its-no-secret-were-big-fans-of-costco/,126,228,text/html
https://www.nytimes.com/2018/02/23/opinion/sunday/colleges-measure-learning-outcomes.html,373,50,text/html
https://www.nytimes.com/2020/09/04/opinion/sunday/empathy-school-college.html,423,69,text/html
https://www.nytimes.com/2021/06/11/opinion/god-religion-politics-partisanship.html,430,71,text/html
